Date,Open,High,Low,Close,Adj Close,Volume
25-05-2016,134500,137000,134000,135000,103216.75,500528
26-05-2016,136000,137000,134500,135000,103216.75,342299
27-05-2016,136000,136500,135000,136000,103981.3203,346406
30-05-2016,136000,137500,135000,136500,104363.6094,474129
31-05-2016,136500,139500,135000,139500,106657.2969,1734508
01-06-2016,137500,138500,136500,138000,105510.4609,507997
02-06-2016,138500,139000,136500,138000,105510.4609,419054
03-06-2016,138000,139500,137500,138500,105892.7188,352778
07-06-2016,138500,139500,137500,139500,106657.2969,608452
08-06-2016,138500,141500,138500,139500,106657.2969,598656
09-06-2016,139500,140500,137500,139000,106275.0078,578177
10-06-2016,138500,140000,138000,139000,106275.0078,350588
13-06-2016,138000,138500,135500,135500,103599.0156,476958
14-06-2016,135500,138500,135000,138500,105892.7188,431039
15-06-2016,138000,139500,135000,135500,103599.0156,409607
16-06-2016,135500,136000,133500,134500,102834.4766,399199
17-06-2016,136000,136500,133500,134500,102834.4766,328695
20-06-2016,136000,138500,135500,136500,104363.6094,305307
21-06-2016,136500,139000,135500,138000,105510.4609,353879
22-06-2016,138500,141500,138500,140000,107039.5781,413267
23-06-2016,140500,141500,140000,141000,107804.125,273960
24-06-2016,140500,142000,134500,139500,106657.2969,901574
27-06-2016,141000,144000,139500,141500,108186.4453,1031506
28-06-2016,141500,142000,138500,139000,106275.0078,570526
29-06-2016,140000,140000,137500,139000,107045.125,436045
30-06-2016,138000,138500,135500,135500,104349.7344,2700499
01-07-2016,136500,138000,136000,137000,105504.9141,388387
04-07-2016,138000,139500,137000,137000,105504.9141,518981
05-07-2016,136500,137000,134500,135000,103964.6953,389267
06-07-2016,134000,134500,129000,130000,100114.1406,1098353
07-07-2016,131500,132500,130500,131000,100884.2578,351312
08-07-2016,131000,133000,129000,130500,100499.2031,472095
11-07-2016,130500,132000,130500,131000,100884.2578,395952
12-07-2016,131500,133000,131000,132000,101654.3672,401323
13-07-2016,133000,135500,132500,135500,104349.7344,567236
14-07-2016,134000,134500,131000,131500,101269.3047,688220
15-07-2016,132000,134000,132000,133000,102424.4531,608594
18-07-2016,133000,134000,131000,132000,101654.3672,417748
19-07-2016,131500,132000,130000,130000,100114.1406,630163
20-07-2016,129500,131000,129000,129500,99729.08594,513880
21-07-2016,130000,131000,128500,130000,100114.1406,459440
22-07-2016,130000,130500,129000,129000,99344.05469,364418
25-07-2016,129500,136000,129500,135500,104349.7344,1182857
26-07-2016,135000,139500,134000,136000,104734.7969,1125762
27-07-2016,137000,137500,135000,137000,105504.9141,450182
28-07-2016,137500,138000,135000,136000,104734.7969,451570
29-07-2016,135000,136000,132000,132000,101654.3672,698032
01-08-2016,132500,136000,132500,135500,104349.7344,510753
02-08-2016,135500,135500,133000,134000,103194.5938,383193
03-08-2016,133000,134000,130500,132000,101654.3672,393748
04-08-2016,132500,133000,129500,130500,100499.2031,552854
05-08-2016,130500,133000,130500,133000,102424.4531,432472
08-08-2016,134000,134000,132000,133000,102424.4531,367241
09-08-2016,135000,137000,134500,136500,105119.8594,590729
10-08-2016,135500,137000,134000,134000,103194.5938,495316
11-08-2016,134000,135000,133500,134500,103579.6484,340296
12-08-2016,135000,136000,134500,136000,104734.7969,441448
16-08-2016,136000,137000,133000,133000,102424.4531,564040
17-08-2016,133500,135000,133000,135000,103964.6953,456621
18-08-2016,134500,135000,132000,132500,102039.4297,501557
19-08-2016,133000,134000,132000,132500,102039.4297,375138
22-08-2016,132500,133000,131000,132000,101654.3672,400250
23-08-2016,133000,134500,132000,132500,102039.4297,421660
24-08-2016,132000,135500,131500,135500,104349.7344,725511
25-08-2016,136000,138000,134000,136500,105119.8594,880226
26-08-2016,136500,137000,135000,135500,104349.7344,426273
29-08-2016,134000,134500,133000,134000,103194.5938,328229
30-08-2016,133500,135000,132500,132500,102039.4297,331306
31-08-2016,132000,133500,131000,133000,102424.4531,621524
01-09-2016,133000,133500,131500,131500,101269.3047,572941
02-09-2016,132500,136500,132000,135000,103964.6953,1129376
05-09-2016,136000,139000,136000,139000,107045.125,681920
06-09-2016,138500,140000,138000,139500,107430.1797,455216
07-09-2016,139500,140500,138000,139000,107045.125,515978
08-09-2016,139000,140000,136500,139000,107045.125,604332
09-09-2016,138000,140000,137500,139500,107430.1797,430914
12-09-2016,138500,139500,137500,138500,106660.0547,447847
13-09-2016,140000,140500,138000,138500,106660.0547,560421
19-09-2016,137000,139500,136000,137000,105504.9141,536712
20-09-2016,137000,139500,136500,138500,106660.0547,517081
21-09-2016,137500,138500,136500,138000,106275.0234,464658
22-09-2016,138000,139500,137500,138000,106275.0234,360424
23-09-2016,139500,142000,139000,142000,109355.4531,595938
26-09-2016,140500,141500,139000,140500,108200.3125,444564
27-09-2016,140000,142000,138500,141500,108970.4141,451975
28-09-2016,141000,141500,138000,138500,106660.0547,513300
29-09-2016,138500,139500,138000,139500,107430.1797,473726
30-09-2016,138500,139500,135000,135500,104349.7344,617732
04-10-2016,138500,141000,137500,139000,107045.125,707562
05-10-2016,137500,140500,136500,140000,107815.2188,549606
06-10-2016,139000,140000,138500,139000,107045.125,271808
07-10-2016,138500,139000,135500,136500,105119.8594,449894
10-10-2016,134000,135000,131000,133500,102809.5313,687120
11-10-2016,135000,135500,133500,134500,103579.6484,355273
12-10-2016,134500,137000,133500,136500,105119.8594,418529
13-10-2016,136500,137000,133500,134000,103194.5938,444173
14-10-2016,133500,135000,133000,133000,102424.4531,385561
17-10-2016,134500,136500,133000,133000,102424.4531,552827
18-10-2016,133500,135500,132500,134500,103579.6484,357363
19-10-2016,134500,135500,132500,133000,102424.4531,474445
20-10-2016,133500,134000,131500,132000,101654.3672,411425
21-10-2016,132500,135000,132000,133500,102809.5313,375157
24-10-2016,134500,134500,133500,134500,103579.6484,256889
25-10-2016,135000,139500,134500,138000,106275.0234,863431
26-10-2016,137500,138500,135000,137500,105889.9688,551856
27-10-2016,139000,139500,135500,138000,106275.0234,503571
28-10-2016,138000,141500,137500,140500,108200.3125,708752
31-10-2016,139000,141000,139000,140000,107815.2188,394472
01-11-2016,141000,141500,140000,141500,108970.4141,436941
02-11-2016,141000,141500,139500,139500,107430.1797,655976
03-11-2016,139500,140000,136000,136500,105119.8594,520972
04-11-2016,136500,137000,135500,136000,104734.7969,345493
07-11-2016,137500,138000,136000,137000,105504.9141,388228
08-11-2016,137500,139500,137000,138500,106660.0547,341446
09-11-2016,138000,140000,130500,134000,103194.5938,1054746
10-11-2016,135000,135000,129000,129000,99344.05469,1253550
11-11-2016,130000,132000,130000,131500,101269.3047,571291
14-11-2016,132000,134000,131000,132000,101654.3672,369913
15-11-2016,131500,132000,129500,130500,100499.2031,416685
16-11-2016,130500,133500,130000,131000,100884.2578,379475
17-11-2016,131000,133000,131000,132000,101654.3672,217101
18-11-2016,131500,132000,129500,129500,99729.08594,282286
21-11-2016,130000,133500,129500,133500,102809.5313,392922
22-11-2016,133500,134500,132500,133500,102809.5313,366844
23-11-2016,134500,135000,132500,134000,103194.5938,292727
24-11-2016,133500,136000,133000,135000,103964.6953,340767
25-11-2016,135500,136000,134500,136000,104734.7969,180033
28-11-2016,135000,136000,133500,135000,103964.6953,256341
29-11-2016,133000,135500,133000,134500,103579.6484,312216
30-11-2016,133500,134500,132500,133000,102424.4531,1188767
01-12-2016,133000,135500,132000,132000,101654.3672,478362
02-12-2016,134000,136000,133000,133500,102809.5313,403575
05-12-2016,134500,135500,133000,134000,103194.5938,244209
06-12-2016,135500,137000,135000,136500,105119.8594,374760
07-12-2016,138000,138000,136500,136500,105119.8594,279131
08-12-2016,138500,142000,138000,142000,109355.4531,889649
09-12-2016,142000,145000,141000,144000,110895.6797,647418
12-12-2016,146000,148000,143500,144500,111280.7266,378077
13-12-2016,144500,145000,142500,145000,111665.7734,283933
14-12-2016,144500,145000,142000,143500,110510.6328,261384
15-12-2016,142000,143000,141000,142000,109355.4531,285737
16-12-2016,141000,142000,139000,139500,107430.1797,523767
19-12-2016,140000,142500,139500,142000,109355.4531,293868
20-12-2016,141500,144000,141500,143500,110510.6328,399511
21-12-2016,144500,144500,142500,143500,110510.6328,310188
22-12-2016,143000,143000,141000,142000,109355.4531,334338
23-12-2016,143000,144000,142000,144000,110895.6797,357914
26-12-2016,143500,145000,143500,144500,111280.7266,206099
27-12-2016,144500,145000,144000,144500,111280.7266,337224
28-12-2016,142500,144000,141500,143500,112853.6094,377265
29-12-2016,142500,146000,142000,146000,114819.6953,381283
02-01-2017,146000,150500,145500,150000,117965.4375,545854
03-01-2017,151000,154000,150000,153000,120324.7422,723246
04-01-2017,152500,155000,152000,154000,121111.1797,601826
05-01-2017,154000,154500,152000,153500,120717.9766,391604
06-01-2017,152000,153000,149500,151000,118751.875,366091
09-01-2017,151000,151500,149500,150500,118358.6563,325146
10-01-2017,150500,153000,150500,152000,119538.2969,411333
11-01-2017,150500,150500,147500,148500,116785.7813,675973
12-01-2017,148000,151000,147500,148000,116392.5391,433867
13-01-2017,149000,150000,148500,149000,117179,293211
16-01-2017,148500,151000,148500,150500,118358.6563,316413
17-01-2017,150000,154000,149500,153500,120717.9766,487662
18-01-2017,153000,155500,151000,154000,121111.1797,395088
19-01-2017,153000,153500,151000,152000,119538.2969,255111
20-01-2017,150500,153500,150000,153000,120324.7422,310228
23-01-2017,151500,152000,148500,149000,117179,424036
24-01-2017,149500,149500,145500,146500,115212.8984,518186
25-01-2017,146500,147500,141500,142000,111673.9375,749465
26-01-2017,143500,143500,139500,142500,112067.1563,632413
31-01-2017,141500,142500,139000,139500,109707.8516,574213
01-02-2017,140000,141000,139000,139500,109707.8516,446549
02-02-2017,140000,140000,135500,136000,106955.3203,610731
03-02-2017,136500,139000,136000,137500,108134.9688,453051
06-02-2017,139000,139500,136000,136500,107348.5625,293891
07-02-2017,138000,140000,137500,139000,109314.6484,395508
08-02-2017,138500,139500,137000,139000,109314.6484,415346
09-02-2017,139500,141000,137500,140000,110101.0781,513611
10-02-2017,141000,141500,139000,141000,110887.5,330000
13-02-2017,141500,141500,139000,139500,109707.8516,320997
14-02-2017,140000,140500,139500,140000,110101.0781,295126
15-02-2017,141500,146500,141500,145500,114426.4844,682399
16-02-2017,146500,151500,146500,150500,118358.6563,991329
17-02-2017,149500,151000,148000,150500,118358.6563,484244
20-02-2017,149500,151000,149500,150000,117965.4375,239916
21-02-2017,150000,151500,149000,151000,118751.875,324845
22-02-2017,150000,151000,147000,149500,117572.2188,423978
23-02-2017,150500,150500,145000,146000,114819.6953,790326
24-02-2017,147000,148500,146500,148000,116392.5391,248236
27-02-2017,148500,149000,146500,148500,116785.7813,183801
28-02-2017,148500,150000,146500,149500,117572.2188,476960
02-03-2017,149000,150500,148500,148500,116785.7813,660227
03-03-2017,147000,148000,141000,142000,111673.9375,774281
06-03-2017,141500,145000,140000,145000,114033.2656,568168
07-03-2017,143000,146000,143000,144000,113246.8281,361237
08-03-2017,144000,144500,141500,144500,113640.0313,430524
09-03-2017,144500,145500,143500,145000,114033.2656,516356
10-03-2017,145000,146500,143500,146000,114819.6953,418788
13-03-2017,145500,147000,145000,146000,114819.6953,346033
14-03-2017,147000,149500,146500,149000,117179,402984
15-03-2017,148500,149500,147500,149500,117572.2188,415972
16-03-2017,151500,152500,149000,151500,119145.0703,511511
17-03-2017,152500,152500,150000,151500,119145.0703,384871
20-03-2017,152500,157000,151500,156500,123077.2578,753898
21-03-2017,158000,171000,157500,170000,133694.1719,2100147
22-03-2017,167500,170500,165500,170000,133694.1719,1095061
23-03-2017,168500,169000,165000,165000,129761.9766,786599
24-03-2017,164000,167000,162000,164000,128975.5547,619369
27-03-2017,162000,163000,159000,162000,127402.6406,556569
28-03-2017,162000,163000,158500,160000,125829.8125,528384
29-03-2017,159500,160500,155500,156000,122684.0625,594310
30-03-2017,156500,160000,156500,158500,124650.125,541928
31-03-2017,159500,160500,156000,157500,123863.7109,518427
03-04-2017,156500,157000,153000,156500,123077.2578,568863
04-04-2017,154000,155000,150000,152000,119538.2969,693275
05-04-2017,152500,152500,147000,150000,117965.4375,738030
06-04-2017,149500,150000,147500,148000,116392.5391,543682
07-04-2017,148000,149500,144000,144500,113640.0313,814773
10-04-2017,145000,147500,144500,146000,114819.6953,372373
11-04-2017,145000,145000,142500,142500,112067.1563,460813
12-04-2017,143000,144500,141500,141500,111280.7266,467523
13-04-2017,143000,144500,141000,142500,112067.1563,537212
14-04-2017,141500,143000,141000,142500,112067.1563,235481
17-04-2017,142500,144000,141000,144000,113246.8281,354807
18-04-2017,144500,144500,141000,141000,110887.5,512212
19-04-2017,140000,140500,136500,137000,107741.7656,1028582
20-04-2017,137000,142000,137000,141500,111280.7266,837678
21-04-2017,142000,143000,141000,141500,111280.7266,520179
24-04-2017,141000,141500,139500,141500,111280.7266,474698
25-04-2017,142500,146500,142000,144500,113640.0313,670239
26-04-2017,145000,152000,144500,151000,118751.875,1288277
27-04-2017,150000,151000,146500,147000,115606.1172,747891
28-04-2017,144000,146000,142500,144000,113246.8281,686242
02-05-2017,143000,152000,143000,151000,118751.875,883476
04-05-2017,150500,153000,149500,152000,119538.2969,559335
08-05-2017,152000,158000,150500,158000,124256.9141,754482
10-05-2017,157000,160500,155500,156500,123077.2578,902973
11-05-2017,159000,159000,156500,157500,123863.7109,683676
12-05-2017,156000,157000,153500,155000,121897.6484,546718
15-05-2017,153000,156000,152000,154000,121111.1797,320821
16-05-2017,155000,158000,154500,157500,123863.7109,479777
17-05-2017,156000,159000,155000,158500,124650.125,344159
18-05-2017,158000,166500,157500,165000,129761.9766,1274106
19-05-2017,167000,171000,160000,170000,133694.1719,1889722
22-05-2017,169000,171000,167000,170000,133694.1719,679426
23-05-2017,170000,173000,169000,170000,133694.1719,649405
24-05-2017,168500,170000,163500,164000,128975.5547,876331
25-05-2017,164500,167000,163500,165000,129761.9766,627476
26-05-2017,165500,166500,163000,163500,128582.3047,487868
29-05-2017,163000,165000,161500,162000,127402.6406,405130
30-05-2017,162500,165500,161000,164000,128975.5547,393584
31-05-2017,162500,166000,162500,163000,128189.1406,568084
01-06-2017,162500,166500,162500,165500,130155.2031,439229
02-06-2017,164500,165000,160500,163000,128189.1406,571120
05-06-2017,163500,165500,161000,161500,127009.4453,371037
07-06-2017,160000,160000,157000,159000,125043.3594,746365
08-06-2017,159000,161000,158500,160000,125829.8125,548233
09-06-2017,160000,161000,158500,160000,125829.8125,343795
12-06-2017,158000,163500,158000,162500,127795.9141,390351
13-06-2017,163000,167000,162000,164500,129368.7656,548527
14-06-2017,165000,170000,164500,169000,132907.7344,638693
15-06-2017,168000,169000,162000,163000,128189.1406,668866
16-06-2017,163500,165000,162500,165000,129761.9766,310581
19-06-2017,164500,168000,163500,167000,131334.8438,335858
20-06-2017,166000,169000,165000,166500,130941.6484,373530
21-06-2017,166000,166000,160000,160500,126223.0156,557266
22-06-2017,162000,162000,160000,161500,127009.4453,401279
23-06-2017,162000,166000,162000,164000,128975.5547,292130
26-06-2017,163000,165000,162000,164000,128975.5547,211301
27-06-2017,163000,163500,160000,160500,126223.0156,449056
28-06-2017,160000,162500,159500,160000,125829.8125,347569
29-06-2017,159500,162500,159000,161000,127412.5625,400255
30-06-2017,159500,162000,158000,159500,126225.4844,337644
03-07-2017,158500,164000,158000,163500,129391.0234,392228
04-07-2017,162500,162500,157500,158500,125434.0859,448579
05-07-2017,158000,159000,155000,156000,123455.6641,533353
06-07-2017,156500,157000,155000,155500,123059.9688,380091
07-07-2017,153500,154500,150500,151500,119894.4141,857341
10-07-2017,151000,151500,147500,148000,117124.5781,805494
11-07-2017,148500,150000,146500,148000,117124.5781,592204
12-07-2017,149000,151000,148000,149000,117915.9688,592811
13-07-2017,150000,151500,148000,149000,117915.9688,609170
14-07-2017,150000,154500,149500,154000,121872.8906,776297
17-07-2017,153500,154000,149500,150500,119103.0625,503286
18-07-2017,151000,151500,147000,148000,117124.5781,531137
19-07-2017,148500,149500,147000,148500,117520.2891,480211
20-07-2017,149000,149000,145000,148000,117124.5781,482332
21-07-2017,148000,148000,146500,147500,116728.8984,303019
24-07-2017,148000,148000,144500,145000,114750.4609,558419
25-07-2017,145000,147500,144500,146000,115541.8281,769128
26-07-2017,147000,150000,146500,148000,117124.5781,1000733
27-07-2017,148000,148500,144500,146500,115937.5078,552184
28-07-2017,146500,150000,146500,149500,118311.6797,857408
31-07-2017,149500,149500,144500,145000,114750.4609,871600
01-08-2017,145000,147000,144500,145500,115146.1484,415903
02-08-2017,146500,148000,145500,147500,116728.8984,462222
03-08-2017,147500,149500,146000,148500,117520.2891,643295
04-08-2017,148000,151000,147000,150000,118707.3672,520334
07-08-2017,150500,151000,148000,148000,117124.5781,280334
08-08-2017,147000,147500,143500,144000,113959.0781,655022
09-08-2017,145000,146000,144000,146000,115541.8281,391355
10-08-2017,144500,146500,144000,145000,114750.4609,576598
11-08-2017,143500,145500,141000,142000,112376.2969,607681
14-08-2017,142500,146000,142000,144500,114354.7656,319856
16-08-2017,145000,146000,143000,144500,114354.7656,417168
17-08-2017,143000,144500,141500,144000,113959.0781,250791
18-08-2017,144000,145500,143500,144500,114354.7656,253371
21-08-2017,145000,148500,143500,148000,117124.5781,430402
22-08-2017,148000,150000,145000,147000,116333.2031,533818
23-08-2017,146500,147500,145500,146500,115937.5078,245112
24-08-2017,146500,147000,143500,143500,113563.375,505047
25-08-2017,143500,145500,143000,144500,114354.7656,362052
28-08-2017,144000,146000,144000,144500,114354.7656,319822
29-08-2017,143000,144500,142500,144000,113959.0781,332462
30-08-2017,142500,144000,138500,143000,113167.6875,762771
31-08-2017,142000,145000,139500,140500,111189.2344,834907
01-09-2017,141000,143500,139500,143000,113167.6875,541048
04-09-2017,140000,142500,139500,140000,110793.5391,326756
05-09-2017,141000,142000,137000,138000,109210.7656,546091
06-09-2017,138000,138500,133500,136000,107628,694527
07-09-2017,138000,139000,137000,138000,109210.7656,531212
08-09-2017,138000,138500,133000,135500,107232.3203,637658
11-09-2017,134500,136500,133500,135000,106836.625,488905
12-09-2017,135000,137500,134500,136000,107628,379325
13-09-2017,136500,137500,133500,134000,106045.2656,588704
14-09-2017,134000,137000,133000,137000,108419.3906,904204
15-09-2017,135500,137000,134000,136500,108023.7109,369517
18-09-2017,136500,137500,135500,137000,108419.3906,415861
19-09-2017,136500,141000,136500,140000,110793.5391,627903
20-09-2017,141000,143000,139500,142000,112376.2969,618904
21-09-2017,140500,142000,138500,141500,111980.6172,467712
25-09-2017,141000,143000,140000,141000,111584.9141,307434
26-09-2017,141000,141000,141000,141000,111584.9141,0
27-09-2017,146000,149000,145500,147500,116728.8984,623568
28-09-2017,147000,148000,145000,147000,116333.2031,541478
29-09-2017,148500,151000,147500,150500,119103.0625,808779
10-10-2017,149500,152000,147500,151000,119498.7344,886098
11-10-2017,151000,156500,151000,155000,122664.2969,993821
12-10-2017,155000,156500,152500,156500,123851.3359,576444
13-10-2017,155000,155500,152000,154500,122268.6094,644646
16-10-2017,154500,155000,152000,153000,121081.5156,521198
17-10-2017,153000,153500,148500,149500,118311.6797,510688
18-10-2017,148000,153500,147000,150500,119103.0625,695484
19-10-2017,152000,154000,150500,151500,119894.4141,474052
20-10-2017,151500,152500,150500,151500,119894.4141,227605
23-10-2017,151000,153000,150500,151500,119894.4141,387789
24-10-2017,151500,152500,150000,151000,119498.7344,357958
25-10-2017,150000,150500,146500,148500,117520.2891,829299
26-10-2017,148500,160000,148000,159500,126225.4844,1550507
27-10-2017,159500,161500,156500,158500,125434.0859,776439
30-10-2017,160000,160500,154500,156000,123455.6641,540408
31-10-2017,157000,162000,156000,161000,127412.5625,905364
01-11-2017,159000,162000,158500,160500,127016.8516,601287
02-11-2017,159000,160500,158000,160000,126621.1875,353460
03-11-2017,161000,164000,159500,161500,127808.2656,426678
06-11-2017,160000,163000,157500,158500,125434.0859,530662
07-11-2017,157000,159500,153500,155000,122664.2969,754723
08-11-2017,153500,157000,153500,155000,122664.2969,384213
09-11-2017,156000,156000,153000,155500,123059.9688,543762
10-11-2017,154000,155500,153500,154500,122268.6094,333985
13-11-2017,156500,161500,156000,160500,127016.8516,664551
14-11-2017,160000,160500,157500,160500,127016.8516,493631
15-11-2017,161500,163000,160000,161500,127808.2656,568064
16-11-2017,162000,162000,158000,159500,126225.4844,392185
17-11-2017,158000,159000,156000,157000,124247.0391,493488
20-11-2017,155500,157500,154000,156500,123851.3359,392823
21-11-2017,157000,158500,156000,157000,124247.0391,279920
22-11-2017,157000,159000,155000,155000,122664.2969,298605
23-11-2017,156000,157000,154500,157000,124247.0391,327088
24-11-2017,156000,159500,155500,159000,125829.8125,414474
27-11-2017,158500,160000,158000,158500,125434.0859,508762
28-11-2017,156500,160500,155000,157000,124247.0391,360463
29-11-2017,158000,161000,157500,160500,127016.8516,550470
30-11-2017,163000,166500,162500,164500,130182.4141,1207560
01-12-2017,164500,165500,161500,161500,127808.2656,529049
04-12-2017,160500,160500,157500,160500,127016.8516,412767
05-12-2017,159000,162500,159000,161500,127808.2656,298181
06-12-2017,159500,162500,159500,162000,128203.9297,435843
07-12-2017,163000,163000,160000,161500,127808.2656,317111
08-12-2017,159500,161000,157000,158500,125434.0859,562488
11-12-2017,158000,158500,149500,150000,118707.3672,1235495
12-12-2017,149000,151500,148000,150000,118707.3672,594577
13-12-2017,151500,152500,150000,151500,119894.4141,449530
14-12-2017,151000,154500,150500,150500,119103.0625,848663
15-12-2017,151500,154000,150500,154000,121872.8906,414172
18-12-2017,154000,155000,152000,154000,121872.8906,304658
19-12-2017,154000,155500,152500,153000,121081.5156,301402
21-12-2017,151500,152500,150000,150000,118707.3672,393766
22-12-2017,151000,153000,150500,153000,121081.5156,257517
26-12-2017,152000,155000,151500,154000,121872.8906,319229
27-12-2017,151500,157000,150000,156500,126311.9453,445829
28-12-2017,154500,156000,152000,156000,125908.4297,405259
02-01-2018,150500,153000,149000,149500,120662.2266,731763
03-01-2018,149000,151000,149000,150500,121469.3672,450874
04-01-2018,150500,151000,146000,146500,118240.8906,931558
05-01-2018,146000,149000,145500,149000,120258.6797,463695
08-01-2018,148500,151000,147500,151000,121872.8906,482619
09-01-2018,151000,152500,149500,152500,123083.5547,465845
10-01-2018,152500,158000,152000,155500,125504.8906,793679
11-01-2018,156000,156500,152500,155000,125101.3281,476891
12-01-2018,153500,156000,153500,154000,124294.2344,424738
15-01-2018,154000,155000,151000,155000,125101.3281,315592
16-01-2018,153500,158000,153000,158000,127522.6094,440542
17-01-2018,157000,159000,156000,157500,127119.0547,363034
18-01-2018,157500,158000,154000,155000,125101.3281,324686
19-01-2018,155000,162000,154500,162000,130751.0469,637243
22-01-2018,162500,164000,158500,162500,131154.5938,582519
23-01-2018,163000,167500,161000,161000,129943.9219,727921
24-01-2018,160500,162000,156000,156500,126311.9453,653451
25-01-2018,155500,159000,154000,158500,127926.1797,776214
26-01-2018,155000,155500,149000,152500,123083.5547,1058626
29-01-2018,153000,155500,152000,154500,124697.7656,504827
30-01-2018,155000,158000,154500,156000,125908.4297,458611
31-01-2018,157000,162000,154500,162000,130751.0469,926031
01-02-2018,161500,162000,158500,160500,129540.3828,478000
02-02-2018,161000,164000,160500,162500,131154.5938,813167
05-02-2018,162500,163000,159000,159000,128329.7188,670474
06-02-2018,158000,161000,153500,157500,127119.0547,690538
07-02-2018,157500,160500,156000,157500,127119.0547,552642
08-02-2018,158500,163500,156500,161000,129943.9219,883512
09-02-2018,156500,158500,154500,155000,125101.3281,721962
12-02-2018,155500,156500,153500,154000,124294.2344,554120
13-02-2018,154000,155500,152000,152500,123083.5547,528608
14-02-2018,152000,155000,152000,154500,124697.7656,265716
19-02-2018,156500,157000,154500,155000,125101.3281,265257
20-02-2018,155000,156000,152500,153500,123890.6484,218792
21-02-2018,152500,161000,152500,160000,129136.8281,537567
22-02-2018,159000,159500,156000,157000,126715.5313,339005
23-02-2018,158500,159500,157500,159000,128329.7188,275917
26-02-2018,159000,162000,157500,161000,129943.9219,513314
27-02-2018,160500,162000,160000,161000,129943.9219,273491
28-02-2018,159000,163000,158000,161500,130347.4922,496851
02-03-2018,158000,159000,154500,156000,125908.4297,591106
05-03-2018,155500,157000,152500,153000,123487.1172,410894
06-03-2018,154500,158000,154500,157000,126715.5313,375611
07-03-2018,154000,155000,152000,152500,123083.5547,598406
08-03-2018,153500,155000,152000,154500,124697.7656,488545
09-03-2018,153500,155000,152500,154000,124294.2344,460548
12-03-2018,154000,155500,153000,153500,123890.6484,422236
13-03-2018,152500,155000,152500,153500,123890.6484,378343
14-03-2018,152500,157000,152000,156000,125908.4297,605609
15-03-2018,156500,159000,155000,157500,127119.0547,367882
16-03-2018,158000,159500,156000,157500,127119.0547,351970
19-03-2018,152500,153000,150000,151500,122276.4375,749609
20-03-2018,150500,153500,150000,152500,123083.5547,311027
21-03-2018,152500,155000,152500,154500,124697.7656,277076
22-03-2018,154500,154500,152000,152500,123083.5547,330219
23-03-2018,151000,153000,150500,151500,122276.4375,578521
26-03-2018,151000,152500,149500,149500,120662.2266,466599
27-03-2018,150000,154000,149500,154000,124294.2344,683470
28-03-2018,153000,155000,148000,151500,122276.4375,905733
29-03-2018,150500,152000,142500,143500,115819.6094,1532300
30-03-2018,144000,145500,142500,143500,115819.6094,525910
02-04-2018,144500,148500,144000,148500,119855.1172,569272
03-04-2018,147000,152500,145500,152000,122679.9922,2258712
04-04-2018,156000,159500,155000,156500,126311.9453,1198367
05-04-2018,157000,158000,153500,154000,124294.2344,404008
06-04-2018,155000,155500,152000,152500,123083.5547,377964
09-04-2018,152000,153000,150500,151000,121872.8906,319141
10-04-2018,150000,153000,149000,151000,121872.8906,371422
11-04-2018,150500,152000,150000,150000,121065.7813,329076
12-04-2018,151000,152500,150000,152000,122679.9922,297375
13-04-2018,151500,152000,149500,150500,121469.3672,425396
16-04-2018,151000,154000,150000,153000,123487.1172,303065
17-04-2018,154000,158000,154000,157500,127119.0547,670905
18-04-2018,158000,159500,157000,158500,127926.1797,507655
19-04-2018,157500,158000,155000,158000,127522.6094,344290
20-04-2018,157000,160000,156500,160000,129136.8281,406412
23-04-2018,160000,160000,157000,159500,128733.2891,284140
24-04-2018,161500,165500,161500,162500,131154.5938,644850
25-04-2018,162000,164000,160000,164000,132365.25,407673
26-04-2018,164000,164000,154500,156500,126311.9453,861668
27-04-2018,155000,161500,154000,158000,127522.6094,887506
30-04-2018,159000,160500,157000,160000,129136.8281,351811
02-05-2018,159000,160500,157000,160000,129136.8281,377086
03-05-2018,162500,163000,160000,160000,129136.8281,324816
04-05-2018,158000,160000,156500,158000,127522.6094,448848
08-05-2018,158500,161000,154500,156000,125908.4297,595219
09-05-2018,154500,156000,153500,153500,123890.6484,513770
10-05-2018,152500,154000,150500,152000,122679.9922,747954
11-05-2018,152000,154000,151500,153000,123487.1172,319288
14-05-2018,153500,154500,150500,151000,121872.8906,439028
15-05-2018,150000,151500,148000,148500,119855.1172,611470
16-05-2018,148500,151500,146000,150500,121469.3672,599945
17-05-2018,150500,151000,149500,149500,120662.2266,297968
18-05-2018,148500,150000,148000,150000,121065.7813,330193
21-05-2018,149500,151000,149000,149000,120258.6797,332251
23-05-2018,147000,148500,144000,144500,116626.7109,1062994
24-05-2018,144000,144500,139000,140000,112994.75,1387498
25-05-2018,139500,141000,138500,139000,112187.6406,697859
28-05-2018,139000,140500,138000,138500,111784.0703,498199
29-05-2018,139500,141000,139000,140000,112994.75,471953
30-05-2018,138500,139500,136000,137500,110976.9531,648596
31-05-2018,139000,140000,137500,139000,112187.6406,835047
01-06-2018,138500,140000,137500,140000,112994.75,395619
04-06-2018,140000,144000,139000,143000,115416.0547,903195
05-06-2018,143500,144000,140500,142500,115012.4922,374748
07-06-2018,142000,144000,141500,142500,115012.4922,511413
08-06-2018,142000,142500,140000,141000,113801.8125,539842
